Sample ID,Retention Time,Peak Area,Peak Height,Intensity,Concentration,Compound Name,Analysis Type
SMP-00004,7.23,69994.7,11579.3,11917.3,0.0691,Benzoic Acid,HPLC-UV/Vis
SMP-00004,8.94,27376.5,5370.7,5550.3,0.0284,Phenacetin,HPLC-UV/Vis
SMP-00004,10.4,16046.6,4057.7,4197.2,0.0159,Salicylic Acid,HPLC-UV/Vis
SMP-00004,12.11,62524.8,11359.6,11422.2,0.061,Chlorpheniramine,HPLC-UV/Vis
SMP-00005,1.3,12227.0,3105.9,3289.8,0.012,Uracil,HPLC-UV/Vis
SMP-00005,2.82,43992.9,8547.8,8776.3,0.0443,Acetaminophen,HPLC-UV/Vis
SMP-00005,4.15,94944.8,14542.1,14964.2,0.0934,Caffeine,HPLC-UV/Vis
SMP-00005,5.57,22328.2,5070.0,5087.6,0.0223,Aspirin,HPLC-UV/Vis
SMP-00005,7.21,64136.8,10548.4,11076.4,0.0649,Benzoic Acid,HPLC-UV/Vis
SMP-00005,8.95,29029.0,5912.1,6118.1,0.0291,Phenacetin,HPLC-UV/Vis
SMP-00005,10.4,15956.8,4173.9,4455.8,0.0157,Salicylic Acid,HPLC-UV/Vis
SMP-00005,12.06,50999.2,9314.5,9818.5,0.0502,Chlorpheniramine,HPLC-UV/Vis
SMP-00006,1.19,12248.0,3046.1,3105.2,0.0121,Uracil,HPLC-UV/Vis
SMP-00006,2.75,39081.1,8163.2,8197.9,0.0381,Acetaminophen,HPLC-UV/Vis
SMP-00006,4.24,78750.3,12641.2,13106.8,0.0818,Caffeine,HPLC-UV/Vis
SMP-00006,5.59,24895.6,5563.3,5688.3,0.0248,Aspirin,HPLC-UV/Vis
SMP-00006,7.19,65604.6,10980.4,11187.9,0.0662,Benzoic Acid,HPLC-UV/Vis
SMP-00006,8.95,32297.9,6635.8,6834.9,0.0318,Phenacetin,HPLC-UV/Vis
SMP-00006,10.4,18866.2,4775.0,4955.1,0.0186,Salicylic Acid,HPLC-UV/Vis
SMP-00006,12.11,48171.5,9060.6,9380.0,0.0487,Chlorpheniramine,HPLC-UV/Vis
SMP-00007,1.28,13016.3,3238.9,3305.5,0.0131,Uracil,HPLC-UV/Vis
SMP-00007,2.79,45326.2,8741.0,9029.9,0.0467,Acetaminophen,HPLC-UV/Vis
SMP-00007,4.14,90775.3,14884.9,15220.7,0.0876,Caffeine,HPLC-UV/Vis
SMP-00007,5.65,19556.8,4450.2,4554.4,0.0195,Aspirin,HPLC-UV/Vis
SMP-00007,7.19,76162.4,12852.7,13683.6,0.0777,Benzoic Acid,HPLC-UV/Vis
SMP-00007,9.0,32570.1,6840.5,7005.1,0.0326,Phenacetin,HPLC-UV/Vis
SMP-00007,10.43,13762.5,3441.6,3531.7,0.0141,Salicylic Acid,HPLC-UV/Vis
SMP-00007,12.15,58161.8,10054.6,10342.8,0.0569,Chlorpheniramine,HPLC-UV/Vis
SMP-00008,1.3,13244.3,3337.0,3369.5,0.0133,Uracil,HPLC-UV/Vis
SMP-00008,2.78,47229.2,9486.6,9886.7,0.0451,Acetaminophen,HPLC-UV/Vis
SMP-00008,4.15,92892.7,15803.4,15625.4,0.0918,Caffeine,HPLC-UV/Vis
SMP-00008,5.55,26509.4,5909.4,6186.8,0.0262,Aspirin,HPLC-UV/Vis
SMP-00008,7.23,68969.7,11540.4,11949.0,0.0678,Benzoic Acid,HPLC-UV/Vis
SMP-00008,8.95,32396.6,6837.9,6898.2,0.0323,Phenacetin,HPLC-UV/Vis
SMP-00008,10.38,14317.9,3510.8,3675.4,0.0143,Salicylic Acid,HPLC-UV/Vis
SMP-00008,12.13,58763.6,10788.6,11614.5,0.0585,Chlorpheniramine,HPLC-UV/Vis
SMP-00009,1.3,11880.6,3064.0,3236.2,0.0115,Uracil,HPLC-UV/Vis
SMP-00009,2.75,42163.0,8311.0,8647.4,0.0424,Acetaminophen,HPLC-UV/Vis
SMP-00009,4.08,89685.6,14373.8,14937.1,0.0909,Caffeine,HPLC-UV/Vis
SMP-00009,5.58,23419.3,5287.1,5470.0,0.0237,Aspirin,HPLC-UV/Vis
SMP-00009,7.19,68726.4,11696.9,11955.7,0.0694,Benzoic Acid,HPLC-UV/Vis
SMP-00009,8.95,33788.5,6548.7,6575.4,0.0329,Phenacetin,HPLC-UV/Vis
SMP-00009,10.38,16769.9,4052.5,4190.1,0.0171,Salicylic Acid,HPLC-UV/Vis
SMP-00009,12.1,61537.5,11154.3,11302.1,0.0609,Chlorpheniramine,HPLC-UV/Vis
SMP-00010,1.22,12004.8,3162.7,3366.4,0.0117,Uracil,HPLC-UV/Vis
SMP-00010,2.77,47974.3,9287.9,9226.4,0.0488,Acetaminophen,HPLC-UV/Vis
SMP-00010,4.13,79658.5,12664.4,13152.7,0.0793,Caffeine,HPLC-UV/Vis
SMP-00010,5.61,26150.7,5721.4,5724.1,0.0266,Aspirin,HPLC-UV/Vis
SMP-00010,7.23,69984.1,11586.1,12014.6,0.0726,Benzoic Acid,HPLC-UV/Vis
SMP-00010,8.95,31700.2,6709.7,6797.5,0.0319,Phenacetin,HPLC-UV/Vis
SMP-00010,10.41,14300.6,3302.3,3264.4,0.014,Salicylic Acid,HPLC-UV/Vis
SMP-00010,12.09,64700.9,12024.4,12153.7,0.0651,Chlorpheniramine,HPLC-UV/Vis
SMP-00011,1.24,12681.2,3318.8,3395.9,0.013,Uracil,HPLC-UV/Vis
SMP-00011,2.8,57697.6,11272.0,11933.3,0.0578,Acetaminophen,HPLC-UV/Vis
SMP-00011,4.15,87680.8,13914.0,14451.2,0.0862,Caffeine,HPLC-UV/Vis
SMP-00011,5.62,24637.5,5605.8,5815.1,0.0245,Aspirin,HPLC-UV/Vis
SMP-00011,7.19,73705.7,11633.3,11904.2,0.071,Benzoic Acid,HPLC-UV/Vis
SMP-00011,8.99,33993.4,6835.3,6835.0,0.0321,Phenacetin,HPLC-UV/Vis
SMP-00011,10.47,16279.1,3901.7,4055.0,0.0158,Salicylic Acid,HPLC-UV/Vis
SMP-00011,12.1,53734.2,9948.7,10315.8,0.0545,Chlorpheniramine,HPLC-UV/Vis
SMP-00012,1.28,14478.6,3628.2,3672.7,0.0149,Uracil,HPLC-UV/Vis
SMP-00012,2.84,43773.4,8895.0,9185.3,0.044,Acetaminophen,HPLC-UV/Vis
SMP-00012,4.14,80805.9,12940.4,13445.7,0.078,Caffeine,HPLC-UV/Vis
SMP-00012,5.58,25751.4,5319.4,5395.3,0.025,Aspirin,HPLC-UV/Vis
SMP-00012,7.21,66192.1,10914.9,11207.6,0.0665,Benzoic Acid,HPLC-UV/Vis
SMP-00012,8.97,33267.9,6898.6,7182.3,0.0335,Phenacetin,HPLC-UV/Vis
SMP-00012,10.4,15121.6,3597.6,3631.3,0.0147,Salicylic Acid,HPLC-UV/Vis
SMP-00012,12.08,49383.5,8908.7,9235.6,0.0494,Chlorpheniramine,HPLC-UV/Vis
SMP-00013,1.28,13371.1,3421.4,3479.4,0.0136,Uracil,HPLC-UV/Vis
SMP-00013,2.76,45488.8,8909.9,9016.8,0.0457,Acetaminophen,HPLC-UV/Vis
SMP-00013,4.19,100332.6,16199.9,16803.7,0.096,Caffeine,HPLC-UV/Vis
SMP-00013,5.59,20623.4,4662.8,4988.9,0.0201,Aspirin,HPLC-UV/Vis
SMP-00013,7.21,78259.0,12594.6,13035.2,0.0807,Benzoic Acid,HPLC-UV/Vis
SMP-00013,8.94,26046.8,5097.3,5207.0,0.0257,Phenacetin,HPLC-UV/Vis
SMP-00013,10.41,12831.6,3184.4,3243.2,0.0132,Salicylic Acid,HPLC-UV/Vis
SMP-00013,12.08,57133.9,10555.3,10966.5,0.0553,Chlorpheniramine,HPLC-UV/Vis
SMP-00014,1.22,12743.4,3138.7,3260.9,0.0126,Uracil,HPLC-UV/Vis
SMP-00014,2.82,281441.6,53880.3,46008.7,0.279,Acetaminophen,HPLC-UV/Vis
SMP-00014,4.13,85529.0,14496.1,14629.3,0.0812,Caffeine,HPLC-UV/Vis
SMP-00014,5.68,22163.8,4597.2,4706.6,0.022,Aspirin,HPLC-UV/Vis
SMP-00014,7.17,71306.3,12026.2,12027.5,0.0722,Benzoic Acid,HPLC-UV/Vis
SMP-00014,8.96,30147.9,6157.3,6417.8,0.0291,Phenacetin,HPLC-UV/Vis
SMP-00014,10.39,18483.4,4482.6,4766.6,0.0181,Salicylic Acid,HPLC-UV/Vis
SMP-00014,12.11,49490.6,9001.0,9489.3,0.0491,Chlorpheniramine,HPLC-UV/Vis
SMP-00015,1.25,11326.9,2878.4,2960.1,0.0109,Uracil,HPLC-UV/Vis
SMP-00015,2.81,43406.1,7750.3,8104.5,0.0437,Acetaminophen,HPLC-UV/Vis
SMP-00015,4.11,96656.3,15864.1,17096.0,0.0974,Caffeine,HPLC-UV/Vis
SMP-00015,5.59,24986.8,5612.5,5921.4,0.0247,Aspirin,HPLC-UV/Vis
SMP-00015,7.18,64465.4,10552.1,11035.6,0.0665,Benzoic Acid,HPLC-UV/Vis
SMP-00015,8.94,32180.3,6554.3,6875.8,0.0308,Phenacetin,HPLC-UV/Vis
SMP-00015,10.38,11980.8,2808.6,2841.4,0.0119,Salicylic Acid,HPLC-UV/Vis
SMP-00015,12.09,48613.8,8773.6,9220.9,0.0476,Chlorpheniramine,HPLC-UV/Vis
SMP-00016,1.27,12174.7,3191.4,3286.2,0.0124,Uracil,HPLC-UV/Vis
SMP-00016,2.8,44835.2,8388.2,8377.6,0.0455,Acetaminophen,HPLC-UV/Vis
SMP-00016,4.12,88342.9,14851.4,14619.5,0.0857,Caffeine,HPLC-UV/Vis
SMP-00016,5.64,23752.8,5361.8,5400.4,0.0232,Aspirin,HPLC-UV/Vis
SMP-00016,7.2,71098.6,11752.4,12170.3,0.0713,Benzoic Acid,HPLC-UV/Vis
SMP-00016,8.97,26146.3,4932.2,5179.0,0.0269,Phenacetin,HPLC-UV/Vis
SMP-00016,10.34,15755.2,3944.0,4204.1,0.0159,Salicylic Acid,HPLC-UV/Vis
SMP-00016,12.07,54263.0,9723.8,9818.1,0.0565,Chlorpheniramine,HPLC-UV/Vis
SMP-00017,1.28,11304.0,2987.5,3115.3,0.0115,Uracil,HPLC-UV/Vis
SMP-00017,2.82,49189.5,9729.1,10087.3,0.0476,Acetaminophen,HPLC-UV/Vis
SMP-00017,4.13,77784.5,13376.0,14239.8,0.0802,Caffeine,HPLC-UV/Vis
SMP-00017,5.64,23127.8,5137.5,5179.2,0.0233,Aspirin,HPLC-UV/Vis
SMP-00017,7.16,67055.0,11116.7,11849.8,0.0683,Benzoic Acid,HPLC-UV/Vis
SMP-00017,8.96,31338.3,6389.8,6443.2,0.0312,Phenacetin,HPLC-UV/Vis
SMP-00017,10.36,16398.2,4039.1,4015.9,0.0164,Salicylic Acid,HPLC-UV/Vis
SMP-00017,12.13,59761.0,10817.4,10959.1,0.0586,Chlorpheniramine,HPLC-UV/Vis
SMP-00018,1.26,14053.3,3717.7,3819.4,0.0138,Uracil,HPLC-UV/Vis
SMP-00018,2.81,44874.7,8566.2,8866.5,0.0444,Acetaminophen,HPLC-UV/Vis
SMP-00018,4.16,85615.0,14023.5,14520.8,0.0836,Caffeine,HPLC-UV/Vis
SMP-00018,5.64,20415.6,4183.7,4153.5,0.0204,Aspirin,HPLC-UV/Vis
SMP-00018,7.2,75583.8,11662.7,12104.9,0.0777,Benzoic Acid,HPLC-UV/Vis
SMP-00018,8.94,28851.3,5746.9,5881.8,0.0297,Phenacetin,HPLC-UV/Vis
SMP-00018,10.39,18572.7,4528.2,4822.9,0.0185,Salicylic Acid,HPLC-UV/Vis
SMP-00018,12.11,71430.6,13166.4,13375.1,0.0725,Chlorpheniramine,HPLC-UV/Vis
SMP-00019,1.24,13581.8,3493.8,3618.1,0.0136,Uracil,HPLC-UV/Vis
SMP-00019,2.81,36928.9,7354.4,7430.6,0.0356,Acetaminophen,HPLC-UV/Vis
SMP-00019,4.15,83014.7,13856.1,13899.8,0.0823,Caffeine,HPLC-UV/Vis
SMP-00019,5.6,23744.2,5088.3,5314.7,0.0238,Aspirin,HPLC-UV/Vis
SMP-00019,7.14,67317.1,11112.8,11423.1,0.0673,Benzoic Acid,HPLC-UV/Vis
SMP-00019,8.98,27733.7,5464.3,5508.7,0.0279,Phenacetin,HPLC-UV/Vis
SMP-00019,10.39,11697.9,2655.2,2690.7,0.0115,Salicylic Acid,HPLC-UV/Vis
SMP-00019,12.1,52511.2,9803.6,9965.2,0.0516,Chlorpheniramine,HPLC-UV/Vis
SMP-00020,1.2,12935.7,3334.7,3424.9,0.0134,Uracil,HPLC-UV/Vis
SMP-00020,2.86,44767.7,8358.8,8621.2,0.0438,Acetaminophen,HPLC-UV/Vis
SMP-00020,4.16,94156.6,15035.2,15783.1,0.0962,Caffeine,HPLC-UV/Vis
SMP-00020,5.57,24322.9,5578.9,5536.4,0.0242,Aspirin,HPLC-UV/Vis
SMP-00020,7.2,63548.5,10504.9,11215.5,0.0633,Benzoic Acid,HPLC-UV/Vis
SMP-00020,8.94,31436.6,6450.1,6701.5,0.0322,Phenacetin,HPLC-UV/Vis
SMP-00020,10.41,16520.4,3893.0,4003.0,0.0168,Salicylic Acid,HPLC-UV/Vis
SMP-00020,12.11,59005.2,10813.6,11397.6,0.0593,Chlorpheniramine,HPLC-UV/Vis
SMP-00021,1.26,8801.8,2299.0,2200.3,0.0084,Uracil,HPLC-UV/Vis
SMP-00021,2.81,40476.3,7675.7,8116.3,0.04,Acetaminophen,HPLC-UV/Vis
SMP-00021,4.15,92840.5,15795.2,16310.5,0.0911,Caffeine,HPLC-UV/Vis
SMP-00021,5.6,19947.4,4365.1,4431.3,0.0204,Aspirin,HPLC-UV/Vis
SMP-00021,7.19,66684.4,11156.8,11629.2,0.0653,Benzoic Acid,HPLC-UV/Vis
SMP-00021,8.98,29913.9,5864.5,6092.5,0.0302,Phenacetin,HPLC-UV/Vis
SMP-00021,10.41,16748.3,4122.4,4298.2,0.0163,Salicylic Acid,HPLC-UV/Vis
SMP-00021,12.09,51584.1,9583.4,10154.4,0.0535,Chlorpheniramine,HPLC-UV/Vis
SMP-00022,1.25,12889.7,3386.6,3496.4,0.013,Uracil,HPLC-UV/Vis
SMP-00022,2.8,42460.1,8140.6,8488.1,0.0425,Acetaminophen,HPLC-UV/Vis
SMP-00022,4.17,85857.2,14285.6,14822.5,0.0837,Caffeine,HPLC-UV/Vis
SMP-00022,5.58,19276.7,4096.3,4135.5,0.0193,Aspirin,HPLC-UV/Vis
SMP-00022,7.19,71576.9,12009.1,12445.3,0.0721,Benzoic Acid,HPLC-UV/Vis
SMP-00022,8.89,30063.3,5748.6,5925.2,0.0301,Phenacetin,HPLC-UV/Vis
SMP-00022,10.44,15917.0,3820.2,3971.9,0.0158,Salicylic Acid,HPLC-UV/Vis
SMP-00022,12.13,51177.7,9490.8,9904.1,0.0501,Chlorpheniramine,HPLC-UV/Vis
SMP-00023,1.27,12577.4,3159.5,3200.0,0.0125,Uracil,HPLC-UV/Vis
SMP-00023,2.77,47804.0,8958.2,9190.4,0.0479,Acetaminophen,HPLC-UV/Vis
SMP-00023,4.11,102331.3,16699.8,17338.2,0.1025,Caffeine,HPLC-UV/Vis
SMP-00023,5.6,132294.3,25998.5,31572.2,0.1308,Aspirin,HPLC-UV/Vis
SMP-00023,7.24,66878.7,11048.0,11133.2,0.0666,Benzoic Acid,HPLC-UV/Vis
SMP-00023,8.92,31908.0,6798.9,7384.9,0.0315,Phenacetin,HPLC-UV/Vis
SMP-00023,10.41,15364.7,3792.0,3910.5,0.0154,Salicylic Acid,HPLC-UV/Vis
SMP-00023,12.06,45834.3,8479.8,8687.3,0.0452,Chlorpheniramine,HPLC-UV/Vis
SMP-00024,1.27,12675.1,3194.8,3369.0,0.0131,Uracil,HPLC-UV/Vis
SMP-00024,2.83,51488.4,10307.5,10743.4,0.052,Acetaminophen,HPLC-UV/Vis
SMP-00024,4.12,95451.3,14926.5,15137.1,0.0978,Caffeine,HPLC-UV/Vis
SMP-00024,5.64,22472.4,4785.4,4906.0,0.0225,Aspirin,HPLC-UV/Vis
SMP-00024,7.23,227378.0,39437.7,31276.3,0.2295,Benzoic Acid,HPLC-UV/Vis
SMP-00024,8.94,36727.1,7515.3,7704.1,0.0354,Phenacetin,HPLC-UV/Vis
SMP-00024,10.39,14530.7,3697.1,3795.8,0.0149,Salicylic Acid,HPLC-UV/Vis
SMP-00024,12.1,53719.6,9714.7,10340.1,0.0512,Chlorpheniramine,HPLC-UV/Vis
SMP-00025,1.23,12468.6,3271.0,3400.1,0.0124,Uracil,HPLC-UV/Vis
SMP-00025,2.83,46643.2,9321.3,9651.7,0.0461,Acetaminophen,HPLC-UV/Vis
SMP-00025,4.15,89212.8,15142.9,14854.9,0.0867,Caffeine,HPLC-UV/Vis
SMP-00025,5.59,22511.9,4739.8,4788.6,0.0221,Aspirin,HPLC-UV/Vis
SMP-00025,7.25,64624.9,10617.4,10691.9,0.0621,Benzoic Acid,HPLC-UV/Vis
SMP-00025,8.92,30935.7,6038.9,6128.1,0.031,Phenacetin,HPLC-UV/Vis
SMP-00025,10.41,56870.7,12318.3,15450.6,0.0577,Salicylic Acid,HPLC-UV/Vis
SMP-00025,12.11,57523.2,10359.9,10988.1,0.0586,Chlorpheniramine,HPLC-UV/Vis
SMP-00026,1.27,14858.2,4007.1,4028.9,0.0147,Uracil,HPLC-UV/Vis
SMP-00026,2.77,39742.9,7593.5,7885.1,0.0396,Acetaminophen,HPLC-UV/Vis
SMP-00026,4.13,82846.7,13084.7,14074.3,0.0834,Caffeine,HPLC-UV/Vis
SMP-00026,5.59,22670.4,4896.3,4783.5,0.022,Aspirin,HPLC-UV/Vis
SMP-00026,7.13,59343.4,10307.1,10607.2,0.0611,Benzoic Acid,HPLC-UV/Vis
SMP-00026,8.97,28389.6,5924.5,6188.6,0.028,Phenacetin,HPLC-UV/Vis
SMP-00026,10.42,14743.4,3463.4,3485.2,0.0148,Salicylic Acid,HPLC-UV/Vis
SMP-00026,12.08,54345.0,9994.4,10417.8,0.056,Chlorpheniramine,HPLC-UV/Vis
SMP-00027,1.22,14546.6,3687.9,3875.6,0.0146,Uracil,HPLC-UV/Vis
SMP-00027,2.75,45014.4,8331.3,8742.4,0.0464,Acetaminophen,HPLC-UV/Vis
SMP-00027,4.16,82730.2,13175.0,13774.3,0.0827,Caffeine,HPLC-UV/Vis
SMP-00027,5.59,25408.5,5624.9,5883.2,0.0252,Aspirin,HPLC-UV/Vis
SMP-00027,7.2,61765.1,10486.8,10937.8,0.0626,Benzoic Acid,HPLC-UV/Vis
SMP-00027,8.99,30030.6,6232.1,6341.4,0.03,Phenacetin,HPLC-UV/Vis
SMP-00027,10.45,16168.1,3913.6,4124.4,0.0155,Salicylic Acid,HPLC-UV/Vis
SMP-00027,12.12,54528.6,9933.5,9968.0,0.0545,Chlorpheniramine,HPLC-UV/Vis
SMP-00028,1.27,12661.8,3212.3,3283.3,0.0122,Uracil,HPLC-UV/Vis
SMP-00028,2.83,38583.8,7321.4,7371.6,0.0377,Acetaminophen,HPLC-UV/Vis
SMP-00028,4.09,94680.1,15718.8,16111.5,0.0903,Caffeine,HPLC-UV/Vis
SMP-00028,5.64,16682.8,3630.3,3653.5,0.0171,Aspirin,HPLC-UV/Vis
SMP-00028,7.21,71211.3,12451.2,12774.2,0.0717,Benzoic Acid,HPLC-UV/Vis
SMP-00028,8.99,28827.6,5806.1,5977.7,0.0279,Phenacetin,HPLC-UV/Vis
SMP-00028,10.43,16057.7,3730.4,3833.1,0.0163,Salicylic Acid,HPLC-UV/Vis
SMP-00028,12.07,58951.8,10739.1,11149.7,0.061,Chlorpheniramine,HPLC-UV/Vis
SMP-00029,1.27,15825.5,4047.0,4103.9,0.016,Uracil,HPLC-UV/Vis
SMP-00029,2.78,41071.8,8598.3,8912.4,0.0404,Acetaminophen,HPLC-UV/Vis
SMP-00029,4.15,86945.1,14378.1,14438.0,0.0876,Caffeine,HPLC-UV/Vis
SMP-00029,5.61,22231.0,4830.8,4936.1,0.0221,Aspirin,HPLC-UV/Vis
SMP-00029,7.23,55718.3,9549.1,9763.1,0.0562,Benzoic Acid,HPLC-UV/Vis
SMP-00029,8.99,35086.8,7382.0,7379.8,0.0356,Phenacetin,HPLC-UV/Vis
SMP-00029,10.35,15562.8,3832.5,3990.1,0.0156,Salicylic Acid,HPLC-UV/Vis
SMP-00029,12.14,60846.1,10159.2,10399.5,0.0607,Chlorpheniramine,HPLC-UV/Vis
SMP-00030,1.25,14005.3,3495.4,3623.8,0.0138,Uracil,HPLC-UV/Vis
SMP-00030,2.84,43315.3,8540.9,8477.5,0.045,Acetaminophen,HPLC-UV/Vis
SMP-00030,4.14,94334.7,14721.5,15511.3,0.0938,Caffeine,HPLC-UV/Vis
SMP-00030,5.59,21758.7,4910.4,5082.9,0.0221,Aspirin,HPLC-UV/Vis
SMP-00030,7.22,64577.1,11480.9,11465.3,0.0663,Benzoic Acid,HPLC-UV/Vis
SMP-00030,8.92,38155.8,8018.5,8414.8,0.0382,Phenacetin,HPLC-UV/Vis
SMP-00030,10.39,16210.0,4108.4,4246.5,0.0159,Salicylic Acid,HPLC-UV/Vis
SMP-00030,12.13,57749.2,10661.4,10923.5,0.0567,Chlorpheniramine,HPLC-UV/Vis
SMP-00031,1.2,12745.5,3267.9,3337.2,0.0121,Uracil,HPLC-UV/Vis
SMP-00031,2.83,42756.2,8405.1,8423.5,0.0441,Acetaminophen,HPLC-UV/Vis
SMP-00031,4.16,109946.9,18532.3,18974.6,0.1089,Caffeine,HPLC-UV/Vis
SMP-00031,5.62,22856.9,4986.2,5282.1,0.0228,Aspirin,HPLC-UV/Vis
SMP-00031,7.2,79433.2,13320.6,13976.7,0.0785,Benzoic Acid,HPLC-UV/Vis
SMP-00031,8.96,34284.7,7041.0,7071.0,0.0334,Phenacetin,HPLC-UV/Vis
SMP-00031,10.35,15771.5,3970.1,4088.1,0.0151,Salicylic Acid,HPLC-UV/Vis
SMP-00031,12.1,65561.4,11426.4,11679.9,0.0674,Chlorpheniramine,HPLC-UV/Vis
SMP-00032,1.27,12593.2,3268.4,3417.3,0.0124,Uracil,HPLC-UV/Vis
SMP-00032,2.76,47304.1,9240.4,9403.7,0.0473,Acetaminophen,HPLC-UV/Vis
SMP-00032,4.12,86046.5,13507.2,13999.6,0.084,Caffeine,HPLC-UV/Vis
SMP-00032,5.56,21791.9,4715.9,4982.4,0.0219,Aspirin,HPLC-UV/Vis
SMP-00032,7.21,53197.6,8826.1,9443.5,0.0534,Benzoic Acid,HPLC-UV/Vis
SMP-00032,8.97,33994.7,6590.2,6566.2,0.0341,Phenacetin,HPLC-UV/Vis
SMP-00032,10.44,15109.0,3459.9,3475.9,0.0143,Salicylic Acid,HPLC-UV/Vis
SMP-00032,12.09,51900.3,9701.8,10225.4,0.0517,Chlorpheniramine,HPLC-UV/Vis
SMP-00033,1.27,13142.0,3407.5,3576.6,0.0129,Uracil,HPLC-UV/Vis
SMP-00033,2.77,49231.7,9116.7,9220.6,0.0506,Acetaminophen,HPLC-UV/Vis
SMP-00033,4.18,91314.5,14798.1,15645.7,0.0909,Caffeine,HPLC-UV/Vis
SMP-00033,5.58,24373.3,5441.9,5434.6,0.024,Aspirin,HPLC-UV/Vis
SMP-00033,7.19,58126.4,9448.5,9594.3,0.0592,Benzoic Acid,HPLC-UV/Vis
SMP-00033,8.95,29977.2,6176.4,6260.9,0.0293,Phenacetin,HPLC-UV/Vis
SMP-00033,10.38,13785.6,3376.5,3527.1,0.0133,Salicylic Acid,HPLC-UV/Vis
SMP-00033,12.09,280259.5,55633.2,41151.4,0.2734,Chlorpheniramine,HPLC-UV/Vis
SMP-00034,1.29,12260.0,3204.0,3255.0,0.0123,Uracil,HPLC-UV/Vis
SMP-00034,2.73,50118.1,9476.5,9674.5,0.0488,Acetaminophen,HPLC-UV/Vis
SMP-00034,4.14,82692.9,13606.7,14138.1,0.0833,Caffeine,HPLC-UV/Vis
SMP-00034,5.65,20633.9,4547.4,4786.8,0.0212,Aspirin,HPLC-UV/Vis
SMP-00034,7.19,76553.8,12892.7,13329.9,0.0763,Benzoic Acid,HPLC-UV/Vis
SMP-00034,8.96,30413.0,6230.8,6427.5,0.03,Phenacetin,HPLC-UV/Vis
SMP-00034,10.49,12828.5,3161.8,3208.6,0.013,Salicylic Acid,HPLC-UV/Vis
SMP-00034,12.12,60572.3,11009.2,11588.8,0.058,Chlorpheniramine,HPLC-UV/Vis
SMP-00035,1.26,13792.5,3427.9,3473.8,0.0139,Uracil,HPLC-UV/Vis
SMP-00035,2.81,50767.3,9394.3,9859.1,0.0508,Acetaminophen,HPLC-UV/Vis
SMP-00035,4.11,93688.0,14179.5,14788.7,0.091,Caffeine,HPLC-UV/Vis
SMP-00035,5.6,25801.6,5669.5,5760.8,0.0256,Aspirin,HPLC-UV/Vis
