Sample ID,Retention Time,Peak Area,Peak Height,Intensity,Concentration,Compound Name,Analysis Type
SMP-00012,2.75,49040.0,9239.4,9564.9,0.0487,Acetaminophen,LC-MS/MS
SMP-00012,4.15,91365.4,14657.1,14700.7,0.0896,Caffeine,LC-MS/MS
SMP-00012,5.65,23637.2,5347.8,5612.7,0.023,Aspirin,LC-MS/MS
SMP-00012,7.2,54645.9,8989.7,8993.6,0.0538,Benzoic Acid,LC-MS/MS
SMP-00012,8.97,29181.0,5765.8,5944.4,0.031,Phenacetin,LC-MS/MS
SMP-00012,10.34,15743.2,4128.0,4265.8,0.0161,Salicylic Acid,LC-MS/MS
SMP-00012,12.14,59896.3,10913.5,11200.7,0.0596,Chlorpheniramine,LC-MS/MS
SMP-00013,1.26,10862.2,2764.9,2845.7,0.0109,Uracil,LC-MS/MS
SMP-00013,2.82,45323.9,8707.6,8753.4,0.0446,Acetaminophen,LC-MS/MS
SMP-00013,4.15,71015.4,11946.1,12136.6,0.0694,Caffeine,LC-MS/MS
SMP-00013,5.63,21456.6,4683.0,4708.9,0.0218,Aspirin,LC-MS/MS
SMP-00013,7.19,76780.1,13068.3,13428.0,0.0778,Benzoic Acid,LC-MS/MS
SMP-00013,8.94,31985.6,6559.6,7025.3,0.0322,Phenacetin,LC-MS/MS
SMP-00013,10.36,15308.2,3639.6,3919.8,0.0152,Salicylic Acid,LC-MS/MS
SMP-00013,12.14,57760.1,10029.2,10458.2,0.0585,Chlorpheniramine,LC-MS/MS
SMP-00014,1.26,12580.9,3100.6,3158.7,0.0126,Uracil,LC-MS/MS
SMP-00014,2.82,50389.2,9865.2,10087.6,0.0516,Acetaminophen,LC-MS/MS
SMP-00014,4.16,82390.8,13298.5,13962.9,0.0837,Caffeine,LC-MS/MS
SMP-00014,5.6,23559.6,5057.8,5190.8,0.0233,Aspirin,LC-MS/MS
SMP-00014,7.2,66430.9,10547.9,10696.6,0.0663,Benzoic Acid,LC-MS/MS
SMP-00014,8.96,32032.6,6695.8,6817.0,0.0311,Phenacetin,LC-MS/MS
SMP-00014,10.36,16444.6,3928.7,3967.1,0.0165,Salicylic Acid,LC-MS/MS
SMP-00014,12.1,52869.0,9063.3,9485.9,0.0529,Chlorpheniramine,LC-MS/MS
SMP-00015,1.29,10499.0,2650.1,2729.8,0.0105,Uracil,LC-MS/MS
SMP-00015,2.81,45660.5,9143.1,9790.5,0.0455,Acetaminophen,LC-MS/MS
SMP-00015,4.16,90715.3,14686.2,15240.4,0.0927,Caffeine,LC-MS/MS
SMP-00015,5.66,24269.5,5404.9,5323.9,0.0243,Aspirin,LC-MS/MS
SMP-00015,7.22,73840.7,12657.5,12995.1,0.0737,Benzoic Acid,LC-MS/MS
SMP-00015,8.89,29847.0,6018.6,6261.9,0.0296,Phenacetin,LC-MS/MS
SMP-00015,10.39,16935.0,4378.1,4645.9,0.0172,Salicylic Acid,LC-MS/MS
SMP-00015,12.09,50024.0,8796.6,9095.0,0.0516,Chlorpheniramine,LC-MS/MS
SMP-00016,1.26,10897.7,2684.2,2810.8,0.0108,Uracil,LC-MS/MS
SMP-00016,2.86,46115.9,8949.9,9177.3,0.0465,Acetaminophen,LC-MS/MS
SMP-00016,4.15,98894.3,15936.5,15656.3,0.0977,Caffeine,LC-MS/MS
SMP-00016,5.63,23939.9,5504.1,5554.8,0.0245,Aspirin,LC-MS/MS
SMP-00016,7.22,48120.9,8296.8,8584.4,0.0507,Benzoic Acid,LC-MS/MS
SMP-00016,8.92,28694.2,5964.3,6179.9,0.0283,Phenacetin,LC-MS/MS
SMP-00016,10.45,15228.4,3701.7,3773.3,0.0157,Salicylic Acid,LC-MS/MS
SMP-00016,12.07,53785.8,9454.4,10088.7,0.0543,Chlorpheniramine,LC-MS/MS
SMP-00017,1.24,13128.0,3350.6,3554.5,0.0129,Uracil,LC-MS/MS
SMP-00017,2.84,43850.5,8900.6,9324.3,0.0426,Acetaminophen,LC-MS/MS
SMP-00017,4.16,89640.7,14475.8,14997.8,0.0885,Caffeine,LC-MS/MS
SMP-00017,5.63,26179.0,5659.2,5802.8,0.0261,Aspirin,LC-MS/MS
SMP-00017,7.23,71206.2,12008.5,12342.3,0.0724,Benzoic Acid,LC-MS/MS
SMP-00017,8.98,30669.7,6358.7,6500.0,0.0305,Phenacetin,LC-MS/MS
SMP-00017,10.4,15360.9,3810.6,3975.6,0.0151,Salicylic Acid,LC-MS/MS
SMP-00017,12.12,57052.2,10254.6,10807.4,0.0569,Chlorpheniramine,LC-MS/MS
SMP-00018,1.23,10614.4,2838.1,2952.0,0.0107,Uracil,LC-MS/MS
SMP-00018,2.76,45109.8,8290.9,8695.8,0.045,Acetaminophen,LC-MS/MS
SMP-00018,4.15,80725.4,12668.7,12567.7,0.0808,Caffeine,LC-MS/MS
SMP-00018,5.59,22447.4,4812.4,4980.9,0.0213,Aspirin,LC-MS/MS
SMP-00018,7.18,63972.9,10704.5,10984.4,0.0642,Benzoic Acid,LC-MS/MS
SMP-00018,8.99,33221.0,7054.8,7510.4,0.0335,Phenacetin,LC-MS/MS
SMP-00018,10.43,14048.6,3634.4,3868.8,0.0139,Salicylic Acid,LC-MS/MS
SMP-00018,12.08,53848.2,10113.5,10167.0,0.0548,Chlorpheniramine,LC-MS/MS
SMP-00019,1.29,12373.4,3199.4,3288.6,0.0127,Uracil,LC-MS/MS
SMP-00019,2.85,37664.9,7077.8,7099.6,0.0383,Acetaminophen,LC-MS/MS
SMP-00019,4.22,90019.8,15164.9,15326.7,0.0904,Caffeine,LC-MS/MS
SMP-00019,5.58,22573.9,5222.4,5511.4,0.0228,Aspirin,LC-MS/MS
SMP-00019,7.14,69363.0,11398.9,12065.4,0.0709,Benzoic Acid,LC-MS/MS
SMP-00019,8.93,32952.5,6967.4,7357.2,0.0324,Phenacetin,LC-MS/MS
SMP-00019,10.41,17776.8,4401.0,4654.1,0.0172,Salicylic Acid,LC-MS/MS
SMP-00019,12.11,55662.1,9508.7,10003.3,0.056,Chlorpheniramine,LC-MS/MS
SMP-00020,1.29,10297.5,2597.6,2721.5,0.0104,Uracil,LC-MS/MS
SMP-00020,2.8,44730.6,8924.1,9137.5,0.0454,Acetaminophen,LC-MS/MS
SMP-00020,4.19,110979.7,18257.9,18774.0,0.11,Caffeine,LC-MS/MS
SMP-00020,5.58,21208.7,4357.0,4508.8,0.0211,Aspirin,LC-MS/MS
SMP-00020,7.2,62627.4,10470.6,10558.6,0.0625,Benzoic Acid,LC-MS/MS
SMP-00020,8.9,27419.0,5511.0,5614.4,0.0276,Phenacetin,LC-MS/MS
SMP-00020,10.4,14962.9,3349.6,3441.8,0.0147,Salicylic Acid,LC-MS/MS
SMP-00020,12.08,57754.7,10429.7,10890.3,0.0586,Chlorpheniramine,LC-MS/MS
SMP-00021,1.27,12735.3,3171.7,3259.5,0.0128,Uracil,LC-MS/MS
SMP-00021,2.79,52994.8,10504.1,10375.1,0.052,Acetaminophen,LC-MS/MS
SMP-00021,4.11,93448.4,15792.1,16181.2,0.096,Caffeine,LC-MS/MS
SMP-00021,5.6,96696.3,21625.8,24188.8,0.0937,Aspirin,LC-MS/MS
SMP-00021,7.19,55150.6,8740.6,8933.2,0.0581,Benzoic Acid,LC-MS/MS
SMP-00021,8.95,28412.5,5756.6,6042.7,0.0286,Phenacetin,LC-MS/MS
SMP-00021,10.41,16498.5,3772.5,3914.8,0.0165,Salicylic Acid,LC-MS/MS
SMP-00021,12.13,56453.8,10411.0,10479.4,0.0569,Chlorpheniramine,LC-MS/MS
SMP-00022,1.25,14069.2,3569.2,3628.7,0.0138,Uracil,LC-MS/MS
SMP-00022,2.83,38161.7,7483.1,7328.5,0.0375,Acetaminophen,LC-MS/MS
SMP-00022,4.13,78478.5,12597.0,13224.1,0.0811,Caffeine,LC-MS/MS
SMP-00022,5.62,23932.9,5435.0,5472.4,0.0235,Aspirin,LC-MS/MS
SMP-00022,7.23,73298.2,12255.5,12421.0,0.0718,Benzoic Acid,LC-MS/MS
SMP-00022,8.98,27704.5,5541.3,5696.2,0.0282,Phenacetin,LC-MS/MS
SMP-00022,10.37,17142.7,4243.9,4312.3,0.0169,Salicylic Acid,LC-MS/MS
SMP-00022,12.06,52613.5,9645.7,9966.8,0.0536,Chlorpheniramine,LC-MS/MS
SMP-00023,1.25,12825.5,3328.5,3466.8,0.0126,Uracil,LC-MS/MS
SMP-00023,2.81,48367.9,9245.4,9556.1,0.0496,Acetaminophen,LC-MS/MS
SMP-00023,4.16,92025.9,14249.1,14627.3,0.0933,Caffeine,LC-MS/MS
SMP-00023,5.6,23024.4,4841.9,5065.0,0.0224,Aspirin,LC-MS/MS
SMP-00023,7.2,65100.9,10841.2,11329.8,0.0662,Benzoic Acid,LC-MS/MS
SMP-00023,8.95,28518.9,5569.8,5842.8,0.0278,Phenacetin,LC-MS/MS
SMP-00023,10.41,13498.2,3342.8,3386.7,0.0131,Salicylic Acid,LC-MS/MS
SMP-00023,12.07,55480.3,10448.9,10903.2,0.056,Chlorpheniramine,LC-MS/MS
SMP-00024,1.24,12565.5,3222.4,3327.1,0.0123,Uracil,LC-MS/MS
SMP-00024,2.76,44953.1,8945.8,9073.2,0.0459,Acetaminophen,LC-MS/MS
SMP-00024,4.13,67808.5,11451.3,11509.9,0.0665,Caffeine,LC-MS/MS
SMP-00024,5.61,25426.0,5704.0,5970.0,0.0252,Aspirin,LC-MS/MS
SMP-00024,7.22,72056.0,12271.5,12436.4,0.0705,Benzoic Acid,LC-MS/MS
SMP-00024,8.93,30689.0,6054.4,6206.1,0.031,Phenacetin,LC-MS/MS
SMP-00024,10.38,16387.9,3839.2,3898.9,0.0164,Salicylic Acid,LC-MS/MS
SMP-00024,12.07,55310.6,9691.1,9991.0,0.0551,Chlorpheniramine,LC-MS/MS
SMP-00025,1.27,12535.9,3168.1,3322.9,0.0126,Uracil,LC-MS/MS
SMP-00025,2.8,42691.4,7604.3,7676.5,0.0423,Acetaminophen,LC-MS/MS
SMP-00025,4.1,85485.9,14052.9,14135.3,0.0858,Caffeine,LC-MS/MS
SMP-00025,5.61,21636.4,4561.8,4793.6,0.0218,Aspirin,LC-MS/MS
SMP-00025,7.21,69270.1,11359.3,11780.0,0.0691,Benzoic Acid,LC-MS/MS
SMP-00025,8.94,27006.9,5521.6,5727.8,0.027,Phenacetin,LC-MS/MS
SMP-00025,10.39,15539.4,3780.2,4033.4,0.0151,Salicylic Acid,LC-MS/MS
SMP-00025,12.08,52002.7,9463.4,9842.9,0.0519,Chlorpheniramine,LC-MS/MS
SMP-00026,1.29,15578.6,4036.6,4208.0,0.0156,Uracil,LC-MS/MS
SMP-00026,2.79,47806.6,8996.1,8779.9,0.0498,Acetaminophen,LC-MS/MS
SMP-00026,4.18,80403.6,12340.5,12637.0,0.0805,Caffeine,LC-MS/MS
SMP-00026,5.6,25884.5,5758.2,5959.1,0.0264,Aspirin,LC-MS/MS
SMP-00026,7.21,63285.8,10272.2,10875.2,0.0647,Benzoic Acid,LC-MS/MS
SMP-00026,8.99,32174.3,6846.0,6928.8,0.032,Phenacetin,LC-MS/MS
SMP-00026,10.37,14477.0,3380.3,3523.3,0.0143,Salicylic Acid,LC-MS/MS
SMP-00026,12.11,53067.3,9586.8,9890.3,0.0535,Chlorpheniramine,LC-MS/MS
SMP-00027,1.22,12496.3,3093.3,3271.3,0.0121,Uracil,LC-MS/MS
SMP-00027,2.79,42968.8,8524.2,8860.3,0.0421,Acetaminophen,LC-MS/MS
SMP-00027,4.16,82173.6,12709.9,13275.7,0.0833,Caffeine,LC-MS/MS
SMP-00027,5.58,25728.2,6190.6,6388.8,0.0259,Aspirin,LC-MS/MS
SMP-00027,7.17,78657.4,13803.8,14132.6,0.0777,Benzoic Acid,LC-MS/MS
SMP-00027,8.93,31146.3,6138.9,6228.1,0.0317,Phenacetin,LC-MS/MS
SMP-00027,10.37,13662.2,3439.7,3465.8,0.0136,Salicylic Acid,LC-MS/MS
SMP-00027,12.11,55312.7,10064.7,10160.4,0.0544,Chlorpheniramine,LC-MS/MS
SMP-00028,1.16,11831.7,3023.5,3104.2,0.0118,Uracil,LC-MS/MS
SMP-00028,2.81,52861.6,10292.0,10758.8,0.0522,Acetaminophen,LC-MS/MS
SMP-00028,4.16,86501.0,13289.2,13312.5,0.0872,Caffeine,LC-MS/MS
SMP-00028,5.59,21377.2,4723.0,4912.1,0.0222,Aspirin,LC-MS/MS
SMP-00028,7.19,68824.0,11808.0,12691.9,0.0695,Benzoic Acid,LC-MS/MS
SMP-00028,8.95,27515.4,5450.9,5806.0,0.0273,Phenacetin,LC-MS/MS
SMP-00028,10.44,15659.3,3681.3,3793.4,0.0152,Salicylic Acid,LC-MS/MS
SMP-00028,12.1,40245.5,7477.9,7735.7,0.0411,Chlorpheniramine,LC-MS/MS
SMP-00029,1.26,11192.4,2786.0,2874.0,0.0112,Uracil,LC-MS/MS
SMP-00029,2.81,45657.4,9227.1,9449.6,0.046,Acetaminophen,LC-MS/MS
SMP-00029,4.15,92699.4,14308.0,14573.3,0.0946,Caffeine,LC-MS/MS
SMP-00029,5.62,24144.8,4863.0,4879.7,0.0238,Aspirin,LC-MS/MS
SMP-00029,7.19,64362.0,10415.8,10585.5,0.0617,Benzoic Acid,LC-MS/MS
SMP-00029,8.99,33858.2,6925.2,7003.6,0.0354,Phenacetin,LC-MS/MS
SMP-00029,10.44,16042.6,3801.0,3851.0,0.0159,Salicylic Acid,LC-MS/MS
SMP-00029,12.1,46387.3,8504.3,8598.5,0.0472,Chlorpheniramine,LC-MS/MS
SMP-00030,1.25,12559.1,3188.0,3275.6,0.0126,Uracil,LC-MS/MS
SMP-00030,2.76,42443.3,8136.3,8170.2,0.0412,Acetaminophen,LC-MS/MS
SMP-00030,4.15,83990.6,13704.4,13709.8,0.0823,Caffeine,LC-MS/MS
SMP-00030,5.62,19366.3,4393.4,4471.7,0.0188,Aspirin,LC-MS/MS
SMP-00030,7.23,50163.4,8603.4,8763.2,0.0494,Benzoic Acid,LC-MS/MS
SMP-00030,8.98,34850.6,7195.7,7509.5,0.0361,Phenacetin,LC-MS/MS
SMP-00030,10.37,16245.9,4025.0,4124.2,0.0162,Salicylic Acid,LC-MS/MS
SMP-00030,12.09,48795.7,8004.5,8359.0,0.0501,Chlorpheniramine,LC-MS/MS
SMP-00031,1.26,11906.6,3057.3,3107.3,0.0119,Uracil,LC-MS/MS
SMP-00031,2.78,42288.0,7925.2,8327.1,0.0414,Acetaminophen,LC-MS/MS
SMP-00031,4.11,69453.3,11008.8,11371.6,0.0712,Caffeine,LC-MS/MS
SMP-00031,5.61,17159.4,3849.1,3844.6,0.0168,Aspirin,LC-MS/MS
SMP-00031,7.23,59595.1,9760.5,10191.1,0.0593,Benzoic Acid,LC-MS/MS
SMP-00031,8.91,32634.3,6808.5,6894.2,0.0313,Phenacetin,LC-MS/MS
SMP-00031,10.38,16138.7,3826.1,3878.7,0.0164,Salicylic Acid,LC-MS/MS
SMP-00031,12.12,58136.6,10342.3,10699.8,0.0589,Chlorpheniramine,LC-MS/MS
SMP-00032,1.24,12386.3,3087.9,3225.0,0.0124,Uracil,LC-MS/MS
SMP-00032,2.79,45021.2,8577.6,8702.6,0.0435,Acetaminophen,LC-MS/MS
SMP-00032,4.14,96894.3,15684.0,16400.9,0.0947,Caffeine,LC-MS/MS
SMP-00032,5.62,24700.5,5404.7,5466.6,0.0254,Aspirin,LC-MS/MS
SMP-00032,7.16,65729.6,11021.1,11187.8,0.0662,Benzoic Acid,LC-MS/MS
SMP-00032,8.95,34254.2,6999.4,7140.3,0.0352,Phenacetin,LC-MS/MS
SMP-00032,10.4,12771.1,2951.7,2940.9,0.0128,Salicylic Acid,LC-MS/MS
SMP-00032,12.11,59653.9,10332.8,10360.8,0.0586,Chlorpheniramine,LC-MS/MS
SMP-00033,1.26,11131.4,2791.5,2894.9,0.0112,Uracil,LC-MS/MS
SMP-00033,2.77,45053.6,8484.8,8929.2,0.046,Acetaminophen,LC-MS/MS
SMP-00033,4.18,101232.4,17076.9,18160.0,0.0999,Caffeine,LC-MS/MS
SMP-00033,5.64,22102.2,4609.6,4705.5,0.0226,Aspirin,LC-MS/MS
SMP-00033,7.22,69420.9,11085.1,11516.7,0.0694,Benzoic Acid,LC-MS/MS
SMP-00033,8.91,36172.3,7245.3,7167.7,0.0367,Phenacetin,LC-MS/MS
SMP-00033,10.44,15433.4,3757.4,3913.9,0.0155,Salicylic Acid,LC-MS/MS
SMP-00033,12.13,49298.4,9076.6,9400.5,0.0476,Chlorpheniramine,LC-MS/MS
SMP-00034,1.27,14360.4,3649.1,3678.5,0.0152,Uracil,LC-MS/MS
SMP-00034,2.78,48334.9,9277.5,9632.1,0.0471,Acetaminophen,LC-MS/MS
SMP-00034,4.13,95203.8,15461.7,16294.8,0.0947,Caffeine,LC-MS/MS
SMP-00034,5.57,19728.8,4170.5,4229.4,0.0206,Aspirin,LC-MS/MS
SMP-00034,7.17,76622.4,12509.8,13032.2,0.0736,Benzoic Acid,LC-MS/MS
SMP-00034,8.97,25902.8,5347.9,5511.8,0.0256,Phenacetin,LC-MS/MS
SMP-00034,10.42,15514.8,3891.0,4068.1,0.016,Salicylic Acid,LC-MS/MS
SMP-00034,12.1,48466.2,8944.2,9084.6,0.0491,Chlorpheniramine,LC-MS/MS
SMP-00035,1.24,12729.7,3200.2,3253.1,0.0126,Uracil,LC-MS/MS
SMP-00035,2.82,43983.6,8391.7,8779.3,0.0446,Acetaminophen,LC-MS/MS
SMP-00035,4.22,79753.8,13656.8,14133.1,0.0815,Caffeine,LC-MS/MS
SMP-00035,5.63,20788.9,4709.5,4873.7,0.0212,Aspirin,LC-MS/MS
SMP-00035,7.21,62023.2,10181.9,10433.9,0.0612,Benzoic Acid,LC-MS/MS
SMP-00035,8.91,30765.0,6586.4,7155.7,0.0302,Phenacetin,LC-MS/MS
SMP-00035,10.41,16360.4,3836.8,3774.4,0.0164,Salicylic Acid,LC-MS/MS
SMP-00035,12.14,54101.6,10188.2,10457.5,0.0526,Chlorpheniramine,LC-MS/MS
SMP-00036,1.28,12601.1,3183.6,3282.0,0.0127,Uracil,LC-MS/MS
SMP-00036,2.81,47491.4,9511.9,9821.0,0.0473,Acetaminophen,LC-MS/MS
SMP-00036,4.17,73612.6,12461.7,13256.4,0.0736,Caffeine,LC-MS/MS
SMP-00036,5.58,24640.0,5309.4,5487.3,0.0249,Aspirin,LC-MS/MS
SMP-00036,7.17,65040.6,10617.6,10866.4,0.0636,Benzoic Acid,LC-MS/MS
SMP-00036,8.94,32558.7,6365.9,6481.3,0.0335,Phenacetin,LC-MS/MS
SMP-00036,10.41,18849.8,4590.7,4865.9,0.0186,Salicylic Acid,LC-MS/MS
SMP-00036,12.1,51231.2,9362.1,9309.1,0.0501,Chlorpheniramine,LC-MS/MS
SMP-00037,1.25,13045.9,3513.7,3495.8,0.0123,Uracil,LC-MS/MS
SMP-00037,2.76,46108.0,8522.1,8339.4,0.046,Acetaminophen,LC-MS/MS
SMP-00037,4.12,66353.4,10909.5,11645.8,0.0632,Caffeine,LC-MS/MS
SMP-00037,5.61,18764.6,4293.6,4435.9,0.0187,Aspirin,LC-MS/MS
SMP-00037,7.2,75858.0,13478.8,13935.5,0.0764,Benzoic Acid,LC-MS/MS
