Sample ID,Retention Time,Peak Area,Peak Height,Intensity,Concentration,Compound Name,Analysis Type
SMP-00006,12.03,55020.1,10590.0,11117.0,0.0547,Chlorpheniramine,GC-MS
SMP-00007,1.25,12912.3,3307.2,3461.6,0.0127,Uracil,GC-MS
SMP-00007,2.8,43285.0,8335.9,8643.9,0.044,Acetaminophen,GC-MS
SMP-00007,4.17,110640.4,17272.4,17097.9,0.1108,Caffeine,GC-MS
SMP-00007,5.6,19379.9,4299.3,4541.0,0.0199,Aspirin,GC-MS
SMP-00007,7.19,73366.1,12805.3,12945.4,0.0722,Benzoic Acid,GC-MS
SMP-00007,8.94,27997.0,5945.2,5923.8,0.0276,Phenacetin,GC-MS
SMP-00007,10.38,16792.2,3950.6,4130.4,0.0169,Salicylic Acid,GC-MS
SMP-00007,12.09,52289.5,9426.8,9907.1,0.0515,Chlorpheniramine,GC-MS
SMP-00008,1.31,13422.0,3519.3,3588.2,0.0137,Uracil,GC-MS
SMP-00008,2.76,41484.0,8440.2,8721.6,0.0406,Acetaminophen,GC-MS
SMP-00008,4.16,99740.3,15502.9,16382.6,0.1014,Caffeine,GC-MS
SMP-00008,5.59,24233.1,5306.6,5480.4,0.0237,Aspirin,GC-MS
SMP-00008,7.27,68550.1,11467.3,11928.0,0.0704,Benzoic Acid,GC-MS
SMP-00008,8.92,30847.8,6341.5,6628.3,0.0305,Phenacetin,GC-MS
SMP-00008,10.41,17752.8,4027.0,4154.2,0.0179,Salicylic Acid,GC-MS
SMP-00008,12.1,49709.8,9185.3,9528.6,0.0488,Chlorpheniramine,GC-MS
SMP-00009,1.27,11370.6,2984.9,3165.0,0.0115,Uracil,GC-MS
SMP-00009,2.8,52147.9,10508.6,10841.5,0.0528,Acetaminophen,GC-MS
SMP-00009,4.14,96053.0,15575.5,15778.0,0.0934,Caffeine,GC-MS
SMP-00009,5.61,25391.8,5458.8,5501.3,0.0253,Aspirin,GC-MS
SMP-00009,7.15,301106.1,48341.5,52982.1,0.2947,Benzoic Acid,GC-MS
SMP-00009,8.98,26247.9,5384.3,5652.1,0.0259,Phenacetin,GC-MS
SMP-00009,10.37,13308.7,3191.9,3329.7,0.0132,Salicylic Acid,GC-MS
SMP-00009,12.05,51068.8,9637.8,9454.4,0.0514,Chlorpheniramine,GC-MS
SMP-00010,1.23,12048.9,2956.2,3100.0,0.0122,Uracil,GC-MS
SMP-00010,2.81,41495.3,8238.2,8265.5,0.0407,Acetaminophen,GC-MS
SMP-00010,4.18,93206.6,15799.6,16184.0,0.0943,Caffeine,GC-MS
SMP-00010,5.59,23324.0,5380.2,5467.5,0.0238,Aspirin,GC-MS
SMP-00010,7.15,54435.4,8815.2,9271.2,0.0548,Benzoic Acid,GC-MS
SMP-00010,8.96,35671.9,7368.3,7456.3,0.0361,Phenacetin,GC-MS
SMP-00010,10.36,14443.4,3475.1,3597.7,0.0147,Salicylic Acid,GC-MS
SMP-00010,12.16,43623.6,7839.2,8483.8,0.0433,Chlorpheniramine,GC-MS
SMP-00011,1.23,11259.9,2848.3,3033.8,0.011,Uracil,GC-MS
SMP-00011,2.84,47260.6,9278.3,9490.3,0.0481,Acetaminophen,GC-MS
SMP-00011,4.18,90502.6,14639.7,14928.2,0.0922,Caffeine,GC-MS
SMP-00011,5.59,23431.7,5016.1,5298.0,0.0241,Aspirin,GC-MS
SMP-00011,7.21,71057.9,11360.4,11624.5,0.0708,Benzoic Acid,GC-MS
SMP-00011,8.97,29926.6,6003.3,6332.3,0.0298,Phenacetin,GC-MS
SMP-00011,10.34,13513.6,3268.8,3386.5,0.013,Salicylic Acid,GC-MS
SMP-00011,12.11,51585.6,9350.8,9899.3,0.0508,Chlorpheniramine,GC-MS
SMP-00012,1.24,11373.3,2920.3,3049.6,0.0116,Uracil,GC-MS
SMP-00012,2.84,47536.8,9516.8,9872.3,0.0478,Acetaminophen,GC-MS
SMP-00012,4.15,84204.1,13565.2,13995.8,0.0863,Caffeine,GC-MS
SMP-00012,5.62,20270.2,4433.5,4680.8,0.0204,Aspirin,GC-MS
SMP-00012,7.21,55242.9,9174.5,9406.9,0.0537,Benzoic Acid,GC-MS
SMP-00012,8.92,27902.8,5863.5,6108.6,0.0283,Phenacetin,GC-MS
SMP-00012,10.33,15190.2,3740.4,3803.5,0.015,Salicylic Acid,GC-MS
SMP-00012,12.11,53954.5,10121.4,10507.0,0.0542,Chlorpheniramine,GC-MS
SMP-00013,1.23,12620.5,3324.2,3456.1,0.0124,Uracil,GC-MS
SMP-00013,2.82,46742.0,9165.4,9286.5,0.0474,Acetaminophen,GC-MS
SMP-00013,4.14,94514.1,14975.3,15405.8,0.091,Caffeine,GC-MS
SMP-00013,5.67,24788.6,5740.8,5983.4,0.0249,Aspirin,GC-MS
SMP-00013,7.19,72637.9,11841.7,12220.6,0.0771,Benzoic Acid,GC-MS
SMP-00013,8.94,34708.9,7214.9,7401.9,0.034,Phenacetin,GC-MS
SMP-00013,10.39,15771.1,3892.1,4035.8,0.0155,Salicylic Acid,GC-MS
SMP-00013,12.11,46523.2,8524.0,8773.9,0.047,Chlorpheniramine,GC-MS
SMP-00014,1.24,12194.4,3018.3,3141.7,0.0122,Uracil,GC-MS
SMP-00014,2.77,39485.9,7369.4,7271.3,0.0388,Acetaminophen,GC-MS
SMP-00014,4.19,100006.3,16848.6,17810.9,0.1039,Caffeine,GC-MS
SMP-00014,5.63,24745.6,5072.3,5246.6,0.0248,Aspirin,GC-MS
SMP-00014,7.19,62722.5,10266.5,10738.3,0.0634,Benzoic Acid,GC-MS
SMP-00014,8.91,34935.0,7548.4,7642.0,0.035,Phenacetin,GC-MS
SMP-00014,10.32,13460.0,3284.5,3397.9,0.0133,Salicylic Acid,GC-MS
SMP-00014,12.11,64731.2,11276.0,11408.7,0.0641,Chlorpheniramine,GC-MS
SMP-00015,1.27,11608.6,2935.8,3167.5,0.0116,Uracil,GC-MS
SMP-00015,2.76,42441.7,8480.9,8908.8,0.0409,Acetaminophen,GC-MS
SMP-00015,4.16,82060.8,13550.3,13775.9,0.0794,Caffeine,GC-MS
SMP-00015,5.63,25678.1,5403.5,5458.0,0.0256,Aspirin,GC-MS
SMP-00015,7.24,64549.5,10299.8,10730.1,0.0639,Benzoic Acid,GC-MS
SMP-00015,8.98,33201.2,6608.0,6635.5,0.0322,Phenacetin,GC-MS
SMP-00015,10.44,13897.1,3320.0,3353.0,0.0138,Salicylic Acid,GC-MS
SMP-00015,12.07,61184.4,11338.1,11677.8,0.0624,Chlorpheniramine,GC-MS
SMP-00016,1.26,11169.3,2790.7,2928.6,0.0109,Uracil,GC-MS
SMP-00016,2.76,39479.3,7655.0,7882.3,0.0379,Acetaminophen,GC-MS
SMP-00016,4.2,79805.4,13114.3,13522.0,0.0784,Caffeine,GC-MS
SMP-00016,5.6,22397.5,5119.7,5278.5,0.0219,Aspirin,GC-MS
SMP-00016,7.2,73471.0,11760.6,12150.5,0.0752,Benzoic Acid,GC-MS
SMP-00016,8.99,29086.5,5937.0,6037.5,0.0293,Phenacetin,GC-MS
SMP-00016,10.41,20030.5,4573.7,4654.9,0.0196,Salicylic Acid,GC-MS
SMP-00016,12.08,52305.1,9426.6,9579.0,0.0533,Chlorpheniramine,GC-MS
SMP-00017,1.23,12402.4,3318.5,3321.3,0.0121,Uracil,GC-MS
SMP-00017,2.8,38720.2,7831.3,8100.3,0.0384,Acetaminophen,GC-MS
SMP-00017,4.15,85430.1,14015.7,14520.7,0.0833,Caffeine,GC-MS
SMP-00017,5.65,21736.4,5066.0,5230.0,0.0204,Aspirin,GC-MS
SMP-00017,7.17,51572.5,8553.9,8606.8,0.0512,Benzoic Acid,GC-MS
SMP-00017,8.97,31219.0,6410.8,6607.6,0.0308,Phenacetin,GC-MS
SMP-00017,10.38,15711.5,3724.4,3811.1,0.0157,Salicylic Acid,GC-MS
SMP-00017,12.13,60802.3,11021.8,11117.7,0.0585,Chlorpheniramine,GC-MS
SMP-00018,1.28,12588.8,3167.5,3159.3,0.0126,Uracil,GC-MS
SMP-00018,2.81,40441.4,8657.8,8993.8,0.0392,Acetaminophen,GC-MS
SMP-00018,4.16,95028.5,15570.2,15612.8,0.0956,Caffeine,GC-MS
SMP-00018,5.6,22792.6,5125.2,5295.1,0.0226,Aspirin,GC-MS
SMP-00018,7.22,64601.3,10586.9,10989.2,0.0652,Benzoic Acid,GC-MS
SMP-00018,8.9,29206.2,6196.2,6408.5,0.0293,Phenacetin,GC-MS
SMP-00018,10.35,14162.7,3467.7,3622.2,0.0144,Salicylic Acid,GC-MS
SMP-00018,12.1,54191.2,9650.8,9846.6,0.0529,Chlorpheniramine,GC-MS
SMP-00019,1.17,13972.9,3602.4,3812.8,0.0138,Uracil,GC-MS
SMP-00019,2.85,35183.9,6475.8,6759.2,0.0364,Acetaminophen,GC-MS
SMP-00019,4.14,85986.3,14177.0,14318.8,0.0869,Caffeine,GC-MS
SMP-00019,5.59,23140.8,5458.4,5648.7,0.0229,Aspirin,GC-MS
SMP-00019,7.24,62098.8,9963.0,10544.7,0.0637,Benzoic Acid,GC-MS
SMP-00019,9.0,95858.9,19237.5,16645.8,0.0979,Phenacetin,GC-MS
SMP-00019,10.37,15365.6,3787.2,3945.2,0.0153,Salicylic Acid,GC-MS
SMP-00019,12.14,56628.5,10082.0,10721.9,0.0553,Chlorpheniramine,GC-MS
SMP-00020,1.31,15500.0,4137.2,4222.4,0.0151,Uracil,GC-MS
SMP-00020,2.8,46243.0,8707.0,8872.7,0.0464,Acetaminophen,GC-MS
SMP-00020,4.19,94287.4,15584.4,15881.1,0.0944,Caffeine,GC-MS
SMP-00020,5.59,19383.7,4301.2,4477.5,0.0194,Aspirin,GC-MS
SMP-00020,7.18,66715.5,10897.9,11153.1,0.0685,Benzoic Acid,GC-MS
SMP-00020,9.0,35455.5,7386.7,7555.9,0.0356,Phenacetin,GC-MS
SMP-00020,10.44,13828.3,3256.3,3356.3,0.013,Salicylic Acid,GC-MS
SMP-00020,12.09,58320.5,10597.1,10538.8,0.0584,Chlorpheniramine,GC-MS
SMP-00021,1.21,11180.3,2771.4,2897.7,0.0109,Uracil,GC-MS
SMP-00021,2.8,46325.5,8838.4,9380.1,0.0478,Acetaminophen,GC-MS
SMP-00021,4.2,93284.2,15449.9,16153.0,0.0908,Caffeine,GC-MS
SMP-00021,5.61,21391.1,5146.9,5253.6,0.0218,Aspirin,GC-MS
SMP-00021,7.26,80068.3,12796.2,13269.9,0.0802,Benzoic Acid,GC-MS
SMP-00021,8.88,30135.5,6348.8,6489.3,0.0297,Phenacetin,GC-MS
SMP-00021,10.41,15138.3,3509.2,3617.4,0.0149,Salicylic Acid,GC-MS
SMP-00021,12.12,59687.1,10870.9,10953.6,0.0593,Chlorpheniramine,GC-MS
SMP-00022,1.28,11443.1,3080.5,3165.3,0.0116,Uracil,GC-MS
SMP-00022,2.83,42647.8,8708.9,9030.4,0.0433,Acetaminophen,GC-MS
SMP-00022,4.12,101168.6,15731.8,16210.9,0.1025,Caffeine,GC-MS
SMP-00022,5.58,21768.6,4758.5,4795.1,0.0216,Aspirin,GC-MS
SMP-00022,7.21,65395.0,10557.3,10693.4,0.0655,Benzoic Acid,GC-MS
SMP-00022,8.9,27406.7,5646.1,5598.1,0.0274,Phenacetin,GC-MS
SMP-00022,10.38,14933.5,3452.7,3479.0,0.0147,Salicylic Acid,GC-MS
SMP-00022,12.08,47304.4,8352.4,8375.6,0.0491,Chlorpheniramine,GC-MS
SMP-00023,1.29,10291.9,2538.9,2682.5,0.0102,Uracil,GC-MS
SMP-00023,2.82,51745.5,9607.7,9913.0,0.0513,Acetaminophen,GC-MS
SMP-00023,4.13,88413.9,13970.4,13891.0,0.0893,Caffeine,GC-MS
SMP-00023,5.61,20491.8,4492.8,4536.8,0.0202,Aspirin,GC-MS
SMP-00023,7.18,70096.0,11201.9,11407.8,0.0717,Benzoic Acid,GC-MS
SMP-00023,8.89,34623.7,7043.3,7084.0,0.0338,Phenacetin,GC-MS
SMP-00023,10.36,12635.4,3129.8,3226.9,0.0128,Salicylic Acid,GC-MS
SMP-00023,12.11,47908.9,8502.9,8759.9,0.048,Chlorpheniramine,GC-MS
SMP-00024,1.27,11159.0,2804.1,2924.3,0.0115,Uracil,GC-MS
SMP-00024,2.79,46844.1,9413.4,9953.4,0.0463,Acetaminophen,GC-MS
SMP-00024,4.15,83820.2,13629.8,13800.2,0.0844,Caffeine,GC-MS
SMP-00024,5.64,26056.1,5789.5,5861.7,0.0265,Aspirin,GC-MS
SMP-00024,7.16,65376.0,10408.7,11103.6,0.0668,Benzoic Acid,GC-MS
SMP-00024,8.93,30539.2,6285.9,6410.3,0.0305,Phenacetin,GC-MS
SMP-00024,10.38,15359.7,3874.1,3995.1,0.0148,Salicylic Acid,GC-MS
SMP-00024,12.08,51216.7,9291.3,9387.1,0.0528,Chlorpheniramine,GC-MS
SMP-00025,1.26,11259.1,2687.4,2788.9,0.0115,Uracil,GC-MS
SMP-00025,2.79,46305.7,8756.8,8727.7,0.0463,Acetaminophen,GC-MS
SMP-00025,4.16,96187.4,16031.3,16746.9,0.0974,Caffeine,GC-MS
SMP-00025,5.58,18394.3,4084.9,4316.0,0.0186,Aspirin,GC-MS
SMP-00025,7.22,54053.5,9361.7,9488.1,0.0541,Benzoic Acid,GC-MS
SMP-00025,8.95,36695.1,7784.9,7830.1,0.0371,Phenacetin,GC-MS
SMP-00025,10.44,18384.4,4459.7,4703.6,0.0188,Salicylic Acid,GC-MS
SMP-00025,12.14,55356.4,10217.8,10588.9,0.0558,Chlorpheniramine,GC-MS
SMP-00026,1.2,12655.7,3387.0,3422.4,0.0127,Uracil,GC-MS
SMP-00026,2.82,47217.3,9465.3,10072.6,0.0466,Acetaminophen,GC-MS
SMP-00026,4.17,86335.7,14383.2,14379.8,0.0861,Caffeine,GC-MS
SMP-00026,5.56,23650.0,5066.4,5166.0,0.0234,Aspirin,GC-MS
SMP-00026,7.22,69618.3,11635.8,11908.2,0.0715,Benzoic Acid,GC-MS
SMP-00026,8.92,32435.8,6876.1,7069.1,0.0324,Phenacetin,GC-MS
SMP-00026,10.42,16338.5,3943.4,4115.3,0.0163,Salicylic Acid,GC-MS
SMP-00026,12.14,52564.9,9268.0,9648.4,0.0516,Chlorpheniramine,GC-MS
SMP-00027,1.25,13737.3,3532.9,3567.9,0.0131,Uracil,GC-MS
SMP-00027,2.83,43557.6,8696.7,9144.2,0.042,Acetaminophen,GC-MS
SMP-00027,4.15,101908.3,17244.3,17503.0,0.1031,Caffeine,GC-MS
SMP-00027,5.57,25597.4,5909.1,5959.6,0.0259,Aspirin,GC-MS
SMP-00027,7.23,74671.5,12283.8,12601.6,0.0768,Benzoic Acid,GC-MS
SMP-00027,8.98,25651.0,4971.1,5222.6,0.0258,Phenacetin,GC-MS
SMP-00027,10.37,15833.9,3695.7,3788.4,0.016,Salicylic Acid,GC-MS
SMP-00027,12.05,44525.6,7883.1,7746.1,0.0453,Chlorpheniramine,GC-MS
SMP-00028,1.23,11834.2,2954.5,3114.2,0.0117,Uracil,GC-MS
SMP-00028,2.77,50081.6,9508.0,10053.2,0.0506,Acetaminophen,GC-MS
SMP-00028,4.15,78980.7,12295.6,12912.0,0.0781,Caffeine,GC-MS
SMP-00028,5.58,23164.8,5055.7,5204.7,0.0232,Aspirin,GC-MS
SMP-00028,7.18,66374.9,11057.9,11174.4,0.067,Benzoic Acid,GC-MS
SMP-00028,8.93,28670.0,5857.5,6054.3,0.0289,Phenacetin,GC-MS
SMP-00028,10.39,17636.6,4306.4,4527.7,0.0175,Salicylic Acid,GC-MS
SMP-00028,12.1,50304.9,8977.6,9288.5,0.0485,Chlorpheniramine,GC-MS
SMP-00029,1.19,12686.0,3181.9,3199.9,0.0126,Uracil,GC-MS
SMP-00029,2.85,44178.7,8967.5,9293.0,0.0458,Acetaminophen,GC-MS
SMP-00029,4.17,80405.6,13624.4,14278.1,0.0826,Caffeine,GC-MS
SMP-00029,5.59,24293.4,5091.4,5161.5,0.0238,Aspirin,GC-MS
SMP-00029,7.22,70681.1,11836.6,12696.4,0.072,Benzoic Acid,GC-MS
SMP-00029,9.01,36941.3,7769.3,7672.9,0.0364,Phenacetin,GC-MS
SMP-00029,10.39,13250.4,3256.0,3313.5,0.0134,Salicylic Acid,GC-MS
SMP-00029,12.15,50040.8,9404.0,9530.7,0.0513,Chlorpheniramine,GC-MS
SMP-00030,1.27,12783.0,3231.3,3361.5,0.013,Uracil,GC-MS
SMP-00030,2.81,48431.7,9145.7,9115.8,0.0487,Acetaminophen,GC-MS
SMP-00030,4.15,81429.0,12103.6,12617.0,0.0797,Caffeine,GC-MS
SMP-00030,5.61,24657.2,5738.7,6056.6,0.025,Aspirin,GC-MS
SMP-00030,7.16,65707.9,11247.4,11076.1,0.0656,Benzoic Acid,GC-MS
SMP-00030,8.98,30353.1,6161.2,6425.3,0.0302,Phenacetin,GC-MS
SMP-00030,10.45,15185.2,3632.1,3819.7,0.0153,Salicylic Acid,GC-MS
SMP-00030,12.04,63883.3,12120.4,12456.2,0.0645,Chlorpheniramine,GC-MS
SMP-00031,1.27,14651.1,3818.4,3930.3,0.0148,Uracil,GC-MS
SMP-00031,2.74,49574.2,9592.8,9775.0,0.0514,Acetaminophen,GC-MS
SMP-00031,4.18,110055.3,17950.3,18457.4,0.1109,Caffeine,GC-MS
SMP-00031,5.57,20898.7,4723.4,4723.1,0.021,Aspirin,GC-MS
SMP-00031,7.25,65350.3,11203.3,11745.4,0.0665,Benzoic Acid,GC-MS
SMP-00031,8.9,32830.3,6682.4,6845.8,0.0337,Phenacetin,GC-MS
SMP-00031,10.38,17667.1,4085.8,4326.5,0.0174,Salicylic Acid,GC-MS
SMP-00031,12.08,57914.5,10595.0,10958.8,0.0586,Chlorpheniramine,GC-MS
SMP-00032,1.29,13395.3,3282.0,3209.9,0.0141,Uracil,GC-MS
SMP-00032,2.81,43386.8,8279.5,8389.7,0.0454,Acetaminophen,GC-MS
SMP-00032,4.12,96147.0,15751.9,16888.1,0.0964,Caffeine,GC-MS
SMP-00032,5.66,27561.4,6393.1,6694.7,0.0267,Aspirin,GC-MS
SMP-00032,7.19,68406.8,11209.7,11665.0,0.0667,Benzoic Acid,GC-MS
SMP-00032,8.92,30215.0,5859.6,6263.8,0.0295,Phenacetin,GC-MS
SMP-00032,10.41,14091.7,3531.0,3695.7,0.0144,Salicylic Acid,GC-MS
SMP-00032,12.07,51361.6,9097.8,9342.6,0.0515,Chlorpheniramine,GC-MS
SMP-00033,1.23,13779.7,3654.0,3820.3,0.014,Uracil,GC-MS
SMP-00033,2.85,42800.2,7955.7,8153.4,0.0427,Acetaminophen,GC-MS
SMP-00033,4.14,86374.1,14148.5,14350.9,0.0844,Caffeine,GC-MS
SMP-00033,5.61,22557.1,4773.2,4909.3,0.0223,Aspirin,GC-MS
SMP-00033,7.18,66995.4,11447.9,11821.3,0.0669,Benzoic Acid,GC-MS
SMP-00033,8.93,32990.6,6494.2,6604.4,0.0323,Phenacetin,GC-MS
SMP-00033,10.47,13613.4,3397.7,3497.6,0.0143,Salicylic Acid,GC-MS
SMP-00033,12.07,57666.9,10449.5,10868.4,0.0557,Chlorpheniramine,GC-MS
SMP-00034,1.23,15263.3,3968.0,4127.1,0.0153,Uracil,GC-MS
SMP-00034,2.81,47964.9,9080.7,9550.9,0.0489,Acetaminophen,GC-MS
SMP-00034,4.13,92989.5,15046.2,15222.2,0.0933,Caffeine,GC-MS
SMP-00034,5.6,22077.5,4940.0,5068.7,0.0219,Aspirin,GC-MS
SMP-00034,7.24,76902.9,12868.4,13193.5,0.077,Benzoic Acid,GC-MS
SMP-00034,8.97,30758.6,6315.1,6554.7,0.0302,Phenacetin,GC-MS
SMP-00034,10.41,16925.5,4160.6,4239.0,0.0165,Salicylic Acid,GC-MS
SMP-00034,12.06,47751.8,8396.3,8544.0,0.0483,Chlorpheniramine,GC-MS
SMP-00035,1.24,12568.4,3144.7,3152.0,0.0124,Uracil,GC-MS
SMP-00035,2.84,52513.9,10172.4,10545.9,0.0539,Acetaminophen,GC-MS
SMP-00035,4.18,96075.3,16138.2,16268.2,0.0924,Caffeine,GC-MS
SMP-00035,5.61,20930.1,4550.9,4685.7,0.0209,Aspirin,GC-MS
SMP-00035,7.19,73496.2,12416.8,12784.4,0.0732,Benzoic Acid,GC-MS
SMP-00035,9.0,28019.1,5624.6,5734.1,0.0284,Phenacetin,GC-MS
SMP-00035,10.39,18146.5,4472.1,4529.5,0.0181,Salicylic Acid,GC-MS
SMP-00035,12.14,153031.9,23828.5,23548.9,0.1576,Chlorpheniramine,GC-MS
SMP-00036,1.23,11614.1,2989.7,2998.1,0.0117,Uracil,GC-MS
SMP-00036,2.8,35030.5,6874.0,7108.1,0.0337,Acetaminophen,GC-MS
SMP-00036,4.16,106889.6,17050.0,17543.1,0.1052,Caffeine,GC-MS
SMP-00036,5.55,21359.2,4713.1,4841.4,0.0211,Aspirin,GC-MS
SMP-00036,7.18,72534.4,12004.9,12002.1,0.073,Benzoic Acid,GC-MS
SMP-00036,8.99,36355.2,7443.3,7863.0,0.0365,Phenacetin,GC-MS
SMP-00036,10.38,15498.9,3730.2,3687.4,0.0154,Salicylic Acid,GC-MS
SMP-00036,12.11,40661.5,7380.0,7338.3,0.0396,Chlorpheniramine,GC-MS
SMP-00037,1.26,11069.8,2828.1,2966.3,0.0111,Uracil,GC-MS
SMP-00037,2.8,50882.0,10087.2,10627.8,0.0508,Acetaminophen,GC-MS
SMP-00037,4.06,78394.5,12245.8,12818.7,0.0774,Caffeine,GC-MS
SMP-00037,5.59,21206.9,4496.8,4509.9,0.0216,Aspirin,GC-MS
SMP-00037,7.19,68799.5,11694.6,11921.6,0.0691,Benzoic Acid,GC-MS
SMP-00037,8.89,28381.9,6012.2,6164.4,0.0275,Phenacetin,GC-MS
SMP-00037,10.43,13995.0,3466.5,3715.0,0.0139,Salicylic Acid,GC-MS
SMP-00037,12.08,45929.1,7878.7,8253.9,0.0464,Chlorpheniramine,GC-MS
SMP-00038,1.31,11946.3,3079.1,3217.2,0.0118,Uracil,GC-MS
SMP-00038,2.78,40611.2,7918.2,8185.2,0.04,Acetaminophen,GC-MS
SMP-00038,4.13,76698.8,12238.8,12664.9,0.0793,Caffeine,GC-MS
SMP-00038,5.56,23323.6,5054.2,5221.7,0.0241,Aspirin,GC-MS
SMP-00038,7.21,64367.9,10466.9,10719.4,0.0652,Benzoic Acid,GC-MS
SMP-00038,8.97,30752.9,6302.6,6592.0,0.0318,Phenacetin,GC-MS
SMP-00038,10.37,13424.8,3381.6,3543.8,0.0138,Salicylic Acid,GC-MS
SMP-00038,12.1,58970.2,10358.8,10941.7,0.0589,Chlorpheniramine,GC-MS
SMP-00039,1.22,14238.7,3754.1,3917.7,0.014,Uracil,GC-MS
SMP-00039,2.83,45176.6,8829.9,9155.9,0.0448,Acetaminophen,GC-MS
SMP-00039,4.09,363480.9,65291.9,51980.4,0.3683,Caffeine,GC-MS
SMP-00039,5.57,24086.5,5237.3,5359.6,0.0248,Aspirin,GC-MS
SMP-00039,7.22,60018.8,10027.3,10422.4,0.0604,Benzoic Acid,GC-MS
SMP-00039,9.07,33001.0,7145.7,7404.2,0.0322,Phenacetin,GC-MS
SMP-00039,10.37,17601.2,4379.7,4364.3,0.0174,Salicylic Acid,GC-MS
SMP-00039,12.07,57095.6,10222.0,10572.8,0.0565,Chlorpheniramine,GC-MS
SMP-00040,1.22,12981.0,3472.1,3561.7,0.0131,Uracil,GC-MS
